`,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge,Ultrasound,,,,,,,,,,,,,,
1 to 3,15,40,8/14/17,M,8/25/17,0.3091,11,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,14,4,8/10/17,M,8/22/17,0.309,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,4,8/14/17,M,8/27/17,0.3087,13,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,14,40,8/10/17,M,8/22/17,0.3084,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,32,8/18/17,M,8/29/17,0.3082,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,52,10/30/17,M,11/12/17,0.3081,14,11/24/17,25,N,,,,,,,,,,,,,,
1 to 3,14,5,8/10/17,M,8/22/17,0.308,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,60,8/10/17,M,8/21/17,0.3079,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,61,5/2/17,M,5/13/17,0.3079,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,20,8/7/17,M,8/19/17,0.3079,13,8/30/17,23,N,,,,,,,,,,,,,,
1 to 3,12,44,8/8/17,M,8/21/17,0.3079,14,8/31/17,23,N,,,,,,,,,,,,,,
1 to 3,14,9,8/10/17,M,8/21/17,0.3076,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,25,34,10/25/17,M,11/8/17,0.3076,15,11/19/17,25,N,,,,,,,,,,,,,,
1 to 3,9,34,7/17/17,M,NA,0.3074,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,29,60,12/4/17,M,12/16/17,0.3074,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,13,18,8/14/17,M,8/23/17,0.3071,11,9/2/17,19,N,,,,,,,,,,,,,,
1 to 3,33,30,2/20/18,M,3/4/18,0.3067,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,20,11,9/5/17,M,9/17/17,0.3065,12,9/29/17,24,N,,,,,,,,,,,,,,
1 to 3,16,49,8/28/17,M,NA,0.3062,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,77,8/10/17,M,8/22/17,0.3061,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,55,8/14/17,M,8/25/17,0.306,11,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,1,14,5/2/17,M,5/13/17,0.306,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,66,8/10/17,M,8/21/17,0.3057,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,81,8/10/17,M,8/21/17,0.3048,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,23,8/14/17,M,8/26/17,0.3046,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,10,55,8/3/17,M,8/14/17,0.3041,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,17,8/11/17,M,8/22/17,0.304,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,19,6/26/19,M,7/6/19,0.3037,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,9,62,7/17/17,M,NA,0.3035,NA,8/6/17,20,N,,,,,,,,,,,,,,
1 to 3,12,58,8/8/17,M,8/21/17,0.3034,14,9/4/17,27,N,,,,,,,,,,,,,,
1 to 3,12,59,8/8/17,M,8/19/17,0.3034,12,8/30/17,22,N,,,,,,,,,,,,,,
1 to 3,15,54,8/18/17,M,8/29/17,0.3021,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,37,6/26/19,M,7/6/19,0.3021,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,5,8/18/17,M,8/29/17,0.3018,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,63,11/27/17,M,12/13/17,0.3012,16,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,54,8/14/17,M,8/26/17,0.3009,12,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,15,11,8/14/17,M,8/27/17,0.3007,13,9/7/17,24,N,,,,,,,,,,,,,,
1 to 3,7,13,7/3/17,M,7/15/17,0.3001,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,39,5/2/17,M,5/13/17,0.2988,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,24,2/20/18,M,3/5/18,0.2988,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,23,2/20/18,M,3/5/18,0.2986,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,41,8/10/17,M,8/22/17,0.2983,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,34,8/18/17,M,8/29/17,0.2976,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,13,8/18/17,M,8/29/17,0.2971,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,14,6/26/19,M,7/6/19,0.2965,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,6,8/10/17,M,8/21/17,0.2955,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,45,8/10/17,M,8/21/17,0.2955,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,34,60,3/12/18,M,NA,0.2925,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,43,8/10/17,M,8/22/17,0.2913,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,44,8/18/17,M,8/29/17,0.2913,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,31,6/26/19,M,7/7/19,0.2911,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,26,29,10/30/17,M,11/13/17,0.2908,15,11/25/17,26,N,,,,,,,,,,,,,,
1 to 3,1,30,5/2/17,M,5/13/17,0.2895,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,47,8/10/17,M,8/21/17,0.2894,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,58,8/10/17,M,8/21/17,0.2881,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,52,8/18/17,M,8/29/17,0.2874,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,33,6/26/19,M,7/6/19,0.2873,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,13,5/2/17,M,5/13/17,0.2862,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,48,8/18/17,M,8/29/17,0.2848,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,39,8/18/17,M,8/29/17,0.2841,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,8,8/10/17,M,8/22/17,0.2839,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,48,5/2/17,M,5/13/17,0.2823,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,26,8/10/17,M,8/22/17,0.2821,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,64,8/10/17,M,8/22/17,0.2809,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,58,8/7/17,M,8/19/17,0.2801,13,8/29/17,22,N,,,,,,,,,,,,,,
1 to 3,34,28,3/12/18,M,NA,0.277,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,33,27,2/20/18,M,3/5/18,0.2765,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,22,5/2/17,M,5/13/17,0.2761,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,28,9,11/27/17,M,12/10/17,0.2751,13,NA,NA,N,,,,,,,,,,,,,,
1 to 3,12,51,8/14/17,M,8/26/17,0.2747,12,9/6/17,23,N,,,,,,,,,,,,,,
1 to 3,27,21,11/13/17,M,11/24/17,0.2747,11,DEAD,NA,N,,,,,,,,,,,,,,
1 to 3,101,28,6/26/19,M,7/6/19,0.2729,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,57,8/14/17,M,8/25/17,0.272,11,9/5/17,22,N,,,,,,,,,,,,,,
1 to 3,18,8,8/30/17,M,NA,0.2679,NA,NA,NA,N,,,,,,,,,,,,,,
1 to 3,101,29,6/26/19,M,7/6/19,0.2676,10,NA,NA,N,,,,,,,,,,,,,,
1 to 3,15,20,8/18/17,M,8/29/17,0.2669,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,12,5/2/17,M,5/13/17,0.2643,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,11,36,8/7/17,M,8/25/17,0.239,19,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,93,8/10/17,M,8/21/17,0.2246,11,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,19,5/2/17,M,5/13/17,0.2213,12,NA,NA,N,,,,,,,,,,,,,,
1 to 3,30,1,12/1/17,NA,12/16/17,0.3899,15,DEAD,NA,N,,,,,,,,,,,,,,
1 to 3,24,29,10/11/17,NA,10/30/17,0.3658,19,NA,NA,N,,,,,,,,,,,,,,
1 to 3,14,94,8/10/17,NA,8/24/17,0.3646,14,NA,NA,N,,,,,,,,,,,,,,
1 to 3,1,53,5/2/17,NA,NA,0.2807,NA,NA,NA,N,,,,,,,,,,,,,,
Full Mating Exposure,2,47,11/15/17,F,11/26/17,0.4606,11,12/7/17,22,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,56,11/15/17,F,11/29/17,0.4487,14,12/10/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,20,11/27/17,F,12/12/17,0.447,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,11,11/27/17,F,12/12/17,0.4264,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,30,11/15/17,F,11/29/17,0.4223,14,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,12,10/31/17,F,11/14/17,0.4218,14,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,28,10/31/17,F,11/12/17,0.4212,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,6,11/13/17,F,11/24/17,0.4178,11,12/7/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,62,11/15/17,F,11/26/17,0.4178,11,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,33,11/15/17,F,11/28/17,0.4162,13,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,21,11/15/17,F,11/27/17,0.4133,12,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,15,10/31/17,F,11/12/17,0.4118,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,57,3/26/18,F,4/9/18,0.4093,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,30,10/31/17,F,11/12/17,0.4075,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,49,11/15/17,F,11/25/17,0.4074,10,12/7/17,22,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,60,10/31/17,F,11/12/17,0.4059,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,36,10/31/17,F,11/15/17,0.4057,15,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,54,10/31/17,F,11/12/17,0.4056,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,68,11/15/17,F,11/27/17,0.4055,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,73,11/15/17,F,11/25/17,0.4053,10,12/6/17,21,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,53,11/15/17,F,11/28/17,0.4037,13,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,46,3/26/18,F,4/8/18,0.4037,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,41,11/15/17,F,11/26/17,0.4035,11,12/7/17,22,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,19,11/15/17,F,11/27/17,0.4033,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,56,3/26/18,F,4/8/18,0.4033,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,18,10/31/17,F,11/12/17,0.4022,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,6,11/27/17,F,12/12/17,0.4019,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,10,11/13/17,F,11/25/17,0.4014,12,12/7/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,46,11/15/17,F,11/27/17,0.397,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,8,10/31/17,F,11/15/17,0.3943,15,11/27/17,27,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,13,11/27/17,F,12/12/17,0.3943,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,56,10/31/17,F,11/11/17,0.394,11,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,51,3/26/18,F,4/9/18,0.394,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,3,10/31/17,F,11/11/17,0.3928,11,11/23/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,15,11/27/17,F,12/12/17,0.3915,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,69,11/15/17,F,11/28/17,0.3891,13,12/7/17,22,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,11,10/31/17,F,11/14/17,0.3882,14,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,28,11/15/17,F,11/25/17,0.3882,10,12/7/17,22,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,52,11/15/17,F,11/27/17,0.3868,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,48,11/15/17,F,11/27/17,0.3851,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,7,11/13/17,F,11/24/17,0.3832,11,12/5/17,22,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,50,10/31/17,F,11/14/17,0.3825,14,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,42,10/31/17,F,11/14/17,0.3811,14,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,16,11/27/17,F,12/10/17,0.3797,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,20,10/31/17,F,11/12/17,0.3796,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,11,11/13/17,F,11/25/17,0.3776,12,12/6/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,38,10/31/17,F,11/15/17,0.3762,15,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,44,11/15/17,F,11/27/17,0.3754,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,17,10/31/17,F,11/12/17,0.3752,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,18,11/15/17,F,11/28/17,0.3714,13,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,53,3/26/18,F,4/8/18,0.3714,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,43,10/31/17,F,11/12/17,0.3712,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,38,3/26/18,F,4/10/18,0.3696,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,37,11/15/17,F,11/29/17,0.3692,14,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,64,11/15/17,F,11/28/17,0.3686,13,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,13,10/31/17,F,11/14/17,0.3682,14,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,32,11/15/17,F,11/25/17,0.3682,10,12/7/17,22,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,57,11/15/17,F,11/26/17,0.3671,11,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,34,10/31/17,F,11/12/17,0.3665,12,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,50,3/26/18,F,4/8/18,0.3651,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,18,11/27/17,F,12/12/17,0.3645,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,20,3/26/18,F,4/9/18,0.3628,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,1,10/31/17,F,11/12/17,0.3608,12,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,9,11/27/17,F,12/12/17,0.3603,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,19,10/31/17,F,11/13/17,0.3585,13,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,41,10/31/17,F,11/13/17,0.3574,13,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,28,3/26/18,F,4/10/18,0.354,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,71,11/15/17,F,11/28/17,0.3535,13,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,61,11/15/17,F,11/28/17,0.3534,13,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,54,3/26/18,F,4/10/18,0.3522,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,62,10/31/17,F,11/13/17,0.3517,13,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,3,3/26/18,F,4/10/18,0.3508,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,45,10/31/17,F,11/12/17,0.35,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,17,11/27/17,F,12/10/17,0.3496,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,27,10/31/17,F,11/12/17,0.3489,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,12,11/27/17,F,12/10/17,0.3488,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,17,11/15/17,F,11/27/17,0.348,12,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,26,3/26/18,F,4/10/18,0.3442,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,44,10/31/17,F,11/12/17,0.3435,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,1,3/26/18,F,4/9/18,0.3435,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,43,11/15/17,F,11/28/17,0.3433,13,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,55,3/26/18,F,4/9/18,0.3427,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,14,11/13/17,F,11/24/17,0.3414,11,12/6/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,47,10/31/17,F,11/12/17,0.3394,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,11,3/26/18,F,4/9/18,0.3346,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,26,10/31/17,F,11/12/17,0.3342,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,29,3/26/18,F,4/8/18,0.3337,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,40,3/26/18,F,4/9/18,0.3335,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,59,3/26/18,F,4/8/18,0.3301,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,7,11/27/17,F,12/10/17,0.3276,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,32,3/26/18,F,4/8/18,0.3253,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,18,3/26/18,F,4/10/18,0.3252,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,6,3/26/18,F,4/9/18,0.3231,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,53,10/31/17,F,11/12/17,0.3207,12,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,23,3/26/18,F,4/10/18,0.3177,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,59,11/15/17,F,11/28/17,0.3176,13,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,41,3/26/18,F,4/8/18,0.3129,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,33,3/26/18,F,4/9/18,0.3075,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,10,11/27/17,F,12/10/17,0.3051,13,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,21,3/26/18,F,4/10/18,0.3024,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,27,11/15/17,M,11/28/17,0.4509,13,12/12/17,27,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,55,10/31/17,M,11/14/17,0.4396,14,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,4,11/27/17,M,12/12/17,0.4327,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,1,11/13/17,M,11/24/17,0.4294,11,12/8/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,10,10/31/17,M,11/14/17,0.429,14,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,60,11/15/17,M,11/26/17,0.4216,11,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,50,11/15/17,M,11/28/17,0.4202,13,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,21,11/27/17,M,12/12/17,0.4201,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,46,10/31/17,M,11/12/17,0.4167,12,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,4,10/31/17,M,11/14/17,0.4166,14,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,35,10/31/17,M,11/12/17,0.4146,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,6,10/31/17,M,11/15/17,0.414,15,11/26/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,16,3/26/18,M,4/9/18,0.4133,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,31,11/15/17,M,11/29/17,0.4099,14,12/11/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,25,11/15/17,M,11/28/17,0.4083,13,12/11/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,23,11/15/17,M,11/29/17,0.4057,14,12/11/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,16,11/15/17,M,11/28/17,0.4044,13,12/11/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,65,11/15/17,M,11/26/17,0.4022,11,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,33,10/31/17,M,11/13/17,0.4018,13,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,58,3/26/18,M,4/8/18,0.4005,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,5,11/27/17,M,12/12/17,0.3987,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,39,11/15/17,M,11/29/17,0.3971,14,12/11/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,4,3,11/27/17,M,12/12/17,0.3968,15,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,51,10/31/17,M,11/12/17,0.3959,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,59,10/31/17,M,11/12/17,0.3958,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,14,3/26/18,M,4/8/18,0.3957,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,42,3/26/18,M,4/9/18,0.3955,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,24,11/15/17,M,11/27/17,0.3948,12,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,63,10/31/17,M,11/12/17,0.3946,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,55,11/15/17,M,11/26/17,0.3946,11,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,75,11/15/17,M,11/28/17,0.3918,13,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,5,10/31/17,M,11/12/17,0.3902,12,11/24/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,54,11/15/17,M,11/27/17,0.3894,12,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,12,3/26/18,M,4/8/18,0.389,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,35,11/15/17,M,11/27/17,0.3888,12,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,70,11/15/17,M,11/28/17,0.3887,13,12/11/17,26,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,64,10/31/17,M,11/12/17,0.3886,12,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,34,11/15/17,M,11/26/17,0.3868,11,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,49,3/26/18,M,4/8/18,0.3868,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,76,11/15/17,M,11/28/17,0.386,13,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,67,11/15/17,M,11/27/17,0.3856,12,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,36,11/15/17,M,11/26/17,0.3852,11,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,77,11/15/17,M,11/27/17,0.3847,12,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,31,3/26/18,M,4/8/18,0.3833,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,3,11/13/17,M,11/25/17,0.3825,12,12/7/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,58,10/31/17,M,11/13/17,0.3818,13,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,7,10/31/17,M,11/12/17,0.3815,12,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,26,11/15/17,M,11/28/17,0.3811,13,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,29,11/15/17,M,11/27/17,0.3811,12,12/9/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,42,11/15/17,M,11/26/17,0.3785,11,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,43,3/26/18,M,4/8/18,0.3785,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,72,11/15/17,M,11/25/17,0.3775,10,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,9,3/26/18,M,4/8/18,0.3762,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,4,11/13/17,M,11/26/17,0.3755,13,12/7/17,24,Y,,,,,,,,,,,,,,
Full Mating Exposure,1,40,10/31/17,M,11/12/17,0.3749,12,11/25/17,25,Y,,,,,,,,,,,,,,
Full Mating Exposure,2,63,11/15/17,M,11/26/17,0.3744,11,12/8/17,23,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,44,3/26/18,M,4/8/18,0.3738,NA,NA,NA,Y,,,,,,,,,,,,,,
Full Mating Exposure,10,27,3/26/18,M,4/8/18,0.3715,NA,NA,NA,Y,,,,,,,,,,,,,,
